"IDENTIFIER","AU APPLICATION NUMBER","SERIAL NUMBER","PCT APPLICATION NUMBER","WIPO APPLICATION NUMBER","TITLE","TYPE","FILING DATE","EARLIEST PRIORITY DATE","STATUS","INVENTORS","APPLICANTS","AGENTS","FIRST IPC MARK"
"1999052983","1999052983","","PCT/IB1999/001483","WO2000/007620","Protease inhibitors for use in the treatment of psoriasis","STANDARD","1999-08-05","1998-08-05","LAPSED","Bunn, Clive Leighton; Sharp, Phillip John","Biotech Australia Pty Limited","Davies Collison Cave Pty Ltd","A61K38/57"
"1999052411","1999052411","","PCT/US1999/017179","WO2000/006152","Pharmaceutically acceptable composition comprising an aqueous solution of paclitaxel and albumin","STANDARD","1999-07-29","1998-07-30","LAPSED","Kadima, Tenshuk A.; Kaplan, Howard A.; Tuttle, Robert C.","Novopharm Biotech Inc.","","A61K47/42"
"1999049344","1999049344","","PCT/KR1999/000381","WO2000/004912","Therapeutic agent for dementia, comprising ginseng extract","STANDARD","1999-07-19","1998-07-20","LAPSED","Mook, Inhee; Huh, Kyoon; Joo, In-soo; Jung, Min-whan","Digital Biotech Co., Ltd.; Mook, Inhee","","A61K36/258"
"1999901688","1999901688","","","","Anti-tumour agents","PROVISIONAL","1999-07-19","","LAPSED","","Biotech Australia Pty Limited","Biotech Australia Pty. Limited",""
"1999048984","1999048984","759687","PCT/DK1999/000407","WO2000/005316","Coating of solid surfaces with activated polyhydroxypolymers","STANDARD","1999-07-16","1998-07-21","CEASED","Nielsen, Klaus Gregorius","Pharmexa A/S","FPA Patent Attorneys Pty Ltd","G01N33/548"
"1999048985","1999048985","751055","PCT/DK1999/000408","WO2000/005406","Novel methods for the identification of ligand and target biomolecules","STANDARD","1999-07-16","1998-07-20","CEASED","Halkier, Torben; Jespersen, Lene; Jensen, Allan","Inoxell A/S","FPA Patent Attorneys Pty Ltd","G01N33/50"
"1999051075","1999051075","","PCT/US1999/016146","WO2000/003743","Compositions and methods for inhibiting fungal growth","STANDARD","1999-07-15","1998-07-15","LAPSED","Bergnes, Gustave; Berlin, Vivian; Come, Jon; Kluge, Arthur; Murthi, Krishna; Pal, Kollol","GPC Biotech Inc.","Spruson & Ferguson","C07C323/25"
"1999050775","1999050775","745915","PCT/SE1999/001271","WO2000/003992","Quinoline derivatives","STANDARD","1999-07-14","1998-07-15","CEASED","Bjork, Anders; Jonsson, Stig; Fex, Tomas; Hedlund, Gunnar","Active Biotech AB","Davies Collison Cave Pty Ltd","C07D215/56"
"1999049504","1999049504","751103","PCT/SE1999/001270","WO2000/003991","Quinoline derivatives","STANDARD","1999-07-14","1998-07-15","CEASED","Bjork, Anders; Jonsson, Stig; Fex, Tomas; Hedlund, Gunnar","Active Biotech AB","Davies Collison Cave Pty Ltd","C07D215/56"
"1999046281","1999046281","749599","PCT/FR1999/001711","WO2000/004131","Flexible bags for transporting biopharmaceutical fluid products","STANDARD","1999-07-13","1998-07-16","CEASED","Vallot, Bernard","Sartorius Stedim Biotech","Spruson & Ferguson","B65D30/16"
"1999048978","1999048978","773874","PCT/DK1999/000397","WO2000/003020","Metabolically engineered microbial cell with an altered metabolite production","STANDARD","1999-07-12","1998-07-10","CEASED","Nielsen, Jens; Nissen, Torben Lauesgaard; Kielland-Brandt, Morten C","Fluxome Sciences A/S","Spruson & Ferguson","C12N9/00"
"1999901462","1999901462","","","","Modification of serum properties of pharmaceuticals with bacterial polysaccharides","PROVISIONAL","1999-07-07","","LAPSED","","Biotech Australia Pty Limited","Davies Collison Cave Pty Ltd",""
"1999046212","1999046212","764887","PCT/FR1999/001582","WO2000/001596","Rigid container for transporting a bag containing bio-pharmaceutical fluid products","STANDARD","1999-07-01","1998-07-02","CEASED","Vallot, Bernard","Sartorius Stedim Biotech","Spruson & Ferguson","B65D90/02"
"1999045232","1999045232","","PCT/GB1999/002022","WO2000/000827","Analyte assay device","STANDARD","1999-06-28","1998-06-26","LAPSED","Minter, Stephen John; Minter, Timothy John","Moorlodge Biotech Ventures Limited","","G01N33/543"
"1999055035","1999055035","750772","PCT/DE1999/001871","WO1999/066965","Autologous epithelialisation or endothelialisation of hollow organs or vessels","STANDARD","1999-06-24","1998-06-25","CEASED","Nees, Stephan; Lamm, Wilhelm Peter","Vascular Biotech GmbH","FPA Patent Attorneys Pty Ltd","A61L27/00"
"1999045757","1999045757","768993","PCT/US1999/013741","WO1999/065938","FY7 polymerase","STANDARD","1999-06-17","1998-06-17","CEASED","Davis, Maria; Fuller, Carl W; Mamone, Joseph A.; Huang, Lin","GE Healthcare Bio-Sciences Corp.","Davies Collison Cave Pty Ltd","C12N15/09"
"1999048150","1999048150","759380","PCT/SE1999/001082","WO1999/065607","Method for separation on cation exchangers","STANDARD","1999-06-16","1998-06-18","CEASED","Berglund, Rolf; Bergstrom, Jan; Soderberg, Lennart","GE Healthcare Bio-Sciences AB","Davies Collison Cave Pty Ltd","B01J39/18"
"1999043787","1999043787","","PCT/GB1999/001878","WO1999/065329","Dietary supplement","STANDARD","1999-06-15","1998-06-16","LAPSED","Georgiades, Jerzy A.","Regen Biotech Limited","","A23L1/305"
"1999042537","1999042537","","PCT/CA1999/000552","WO1999/065506","Cancer therapy with cationic peptides","STANDARD","1999-06-14","1998-06-12","LAPSED","Friedland, Hillel David; Krieger, Timothy J; Taylor, Robert; Erfle, Douglas; Fraser, Janet R.; West, Michael H. P.","Micrologix Biotech, Inc.","","C07K7/08"
"1999044900","1999044900","","PCT/AU1999/000462","WO1999/065930","Vitamin B12 derivatives and methods for their preparation","STANDARD","1999-06-11","1998-06-12","LAPSED","Russell-Jones, Greg; McEwan, John","Biotech Australia Pty Limited","Davies Collison Cave Pty Ltd","C07H23/00"
"1999042767","1999042767","770596","PCT/GB1999/001764","WO1999/064464","Method for producing or enhancing a T-cell response against a target cell using a complex comprising an HLA class molecule and an attaching means","STANDARD","1999-06-04","1998-06-05","CEASED","Savage, Philip Michael","Alexis Biotech Limited","FB Rice Pty Ltd","C07K14/16"
"1999041568","1999041568","749437","PCT/GB1999/001746","WO1999/064519","Energy transfer assay method and reagent","STANDARD","1999-06-02","1998-06-11","CEASED","Hamilton, Alan L.; Birch, Martyn N.; Hatcher, Malcolm J.; Bosworth, Nigel; Scott, Brian","GE Healthcare UK Limited","Davies Collison Cave Pty Ltd","G01N33/58"
"1999900712","1999900712","","","","Vitamin directed dual targeting therapy","PROVISIONAL","1999-06-02","","LAPSED","","Access Pharmaceuticals Australia Pty Limited","Davies Collison Cave Pty Ltd",""
"1999042139","1999042139","","PCT/US1999/011816","WO1999/061651","Methods for producing a polypeptide by modifying the copy number of a gene","STANDARD","1999-05-27","1998-05-27","LAPSED","Yaver, Debbie S.","Novo Nordisk Biotech, Inc.","","C12N15/09"
"1999041253","1999041253","","PCT/CA1999/000484","WO1999/061031","Treatment of (C. difficile) toxin B associated conditions","STANDARD","1999-05-27","1998-05-28","LAPSED","Armstrong, Glen D; Heerze, Louis D","Synsorb Biotech Inc.","Davies Collison Cave Pty Ltd","A61K31/715"
"1999043163","1999043163","","PCT/US1999/011733","WO2000/032250","A multi-formed collagenous biomaterial medical device","STANDARD","1999-05-27","1998-12-01","LAPSED","Hiles, Michael C.; Patel, Umesh H.","Cook Biotech, Inc.","Davies Collison Cave Pty Ltd","A61F13/00"
"1999048094","1999048094","","PCT/SE1999/000879","WO1999/065943","A method for the removal/purification of serum albumins and means for use in themethod","STANDARD","1999-05-25","1998-06-18","LAPSED","Johansson, Hans","Amersham Pharmacia Biotech AB","","C12N15/09"
"1999044999","1999044999","","PCT/EP1999/003509","WO1999/061634","Method of producing thy a-strains of vibrio cholerae, such strains and their use","STANDARD","1999-05-21","1998-05-26","LAPSED","Carlin, Nils; Lebens, Michael R.","Active Biotech AB","","C12N1/21"
"1999041950","1999041950","","PCT/US1999/011223","WO1999/060137","Methods for producing heterologous polypeptides in trichothecene-deficient filamentous fungal mutant cells","STANDARD","1999-05-20","1998-05-20","LAPSED","Royer, John C; Christianson, Lynne M.; Gambetta, Gregory A.; Brody, Howard; Otani, Suzanne M.; Yoder, Wendy T.","Novo Nordisk Biotech, Inc.","","C12N15/09"
"1999039421","1999039421","754063","PCT/GB1999/001541","WO1999/059568","Hydroxamic acid derivatives as antibacterials","STANDARD","1999-05-14","1998-05-16","CEASED","Hunter, Michael George; Beckett, Raymond Paul; Clements, John Martin; Whittaker, Mark; Spavold, Zoe Marie","British Biotech Pharmaceuticals Limited","Davies Collison Cave Pty Ltd","C07D295/18"
"1999040046","1999040046","","PCT/US1999/011066","WO1999/060164","Mechanical stress induced genes, expression products therefrom, and uses thereof","STANDARD","1999-05-14","1998-05-15","LAPSED","Einat, Paz; Mor, Orna; Skaliter, Rami; Feinstein, Elena; Faerman, Alexander","Quark Biotech, Inc.","Phillips Ormonde Fitzpatrick","C12N15/09"
"1999041880","1999041880","","PCT/US1999/010689","WO1999/060136","Methods for producing polypeptides in filamentous fungal mutant cells","STANDARD","1999-05-14","1998-05-15","LAPSED","Wahleithner, Jill; Christensen, Tove","Novo Nordisk A/S; Novo Nordisk Biotech, Inc.","","C12N15/09"
"1999039884","1999039884","762967","PCT/US1999/010582","WO1999/057986","Methods for using dehydrogenases in baking","STANDARD","1999-05-13","1998-05-13","CEASED","Xu, Feng; Wagner, Peter","Novozymes A/S; Novozymes, Inc.","Spruson & Ferguson","A21D8/04"
"1999039817","1999039817","","PCT/US1999/010297","WO1999/058718","Method for identifying genes","STANDARD","1999-05-11","1998-05-11","LAPSED","Einat, Paz; Skaliter, Rami; Mor, Orna; Luria, Sylvie; Harris, Nicholas; Grosman, Zehava","Quark Biotech, Inc.","","C12N15/09"
"1999900147","1999900147","","","","Amplification of folate-mediated targeting to tumor cells using polymers","PROVISIONAL","1999-05-04","","LAPSED","","Access Pharmaceuticals Australia Pty Limited","Davies Collison Cave Pty Ltd",""
"1999900146","1999900146","","","","Amplification of folate-mediated targeting to tumor cells using nanoparticles","PROVISIONAL","1999-05-04","","LAPSED","","Access Pharmaceuticals Australia Pty Limited","Davies Collison Cave Pty Ltd",""
"1999036962","1999036962","","PCT/CA1999/000399","WO1999/058540","1-galactose derivatives having a carbon- or nitrogen-containing aglycon linkage","STANDARD","1999-04-29","1998-05-08","LAPSED","Hindsgaul, Ole","Synsorb Biotech Inc.","Davies Collison Cave Pty Ltd","C07H7/02"
"1999033413","1999033413","774470","PCT/IB1999/000771","WO2000/066601","Method for preparing aloin by extraction","STANDARD","1999-04-28","1999-04-28","CEASED","Cohen, Avraham","PAXA N.V.","Spruson & Ferguson","C07D309/10"
"1999043013","1999043013","747550","PCT/SE1999/000676","WO1999/055678","Quinoline derivatives","STANDARD","1999-04-26","1998-04-27","CEASED","Bjork, Anders; Jonsson, Stig; Fex, Tomas; Hedlund, Gunnar","Active Biotech AB","Davies Collison Cave Pty Ltd","C07D215/56"
"1999033808","1999033808","","PCT/US1999/007360","WO1999/049877","Methods for reducing cholesterol using (bacillus coagulans) spores, systems and compositions","STANDARD","1999-04-01","1998-04-01","LAPSED","Farmer, Sean; Lefkowitz, Andrew R.","Ganeden Biotech, Inc.","Spruson & Ferguson","A23L1/28"
"1999022550","1999022550","","","","Plant cell identification system","STANDARD","1999-03-31","1999-03-31","LAPSED","Kao, Chien-Yuan","Discovery Biotech, Inc.; Kao, Chien-Yuan","Allens Patent & Trade Mark Attorneys","A01H1/00"
"1999029184","1999029184","","PCT/CA1999/000265","WO1999/050668","Apparatus for screening compound libraries","STANDARD","1999-03-26","1998-03-27","LAPSED","Hindsgaul, Ole; Schriemer, David C.","Hindsgaul, Ole; Schriemer, David","Davies Collison Cave Pty Ltd","G01N27/62"
"1999029185","1999029185","","PCT/CA1999/000266","WO1999/050669","Methods for screening compound libraries","STANDARD","1999-03-26","1998-03-27","LAPSED","Hindsgaul, Ole; Schriemer, David C.","Hindsgaul, Ole; Schriemer, David","Davies Collison Cave Pty Ltd","G01N30/86"
"1999029183","1999029183","752218","PCT/CA1999/000264","WO1999/050667","Electrospray device for mass spectrometer","STANDARD","1999-03-26","1998-03-27","CEASED","Hindsgaul, Ole; Schriemer, David C.","Hindsgaul, Ole; Schriemer, David","Davies Collison Cave Pty Ltd","G01N27/62"
"1999021386","1999021386","739803","","","A vibrating device for vibrating liquid provided in vessels","STANDARD","1999-03-24","1998-03-28","CEASED","Nickel, Jens-Peter; Rietschel, Wolfgang; Sandrock, Rainer","Sartorius AG","FB Rice Pty Ltd","G01N1/36"
"1999030996","1999030996","758565","PCT/US1999/005944","WO1999/047643","Selection subtraction approach to gene identification","STANDARD","1999-03-18","1998-03-18","CEASED","Gudkov, Andrei; Kondratov, Roman","Board of Trustees of the University of Illinois, The; Quark Biotech, Inc.","WRAYS PTY LTD","G01N33/53"
"1999029444","1999029444","749236","PCT/GB1999/000809","WO1999/046994","A herbicide","STANDARD","1999-03-17","1998-03-17","EXPIRED","Ryan, Robert Eugene; Morris, Sandra","Barrier Biotech Limited","Davies Collison Cave Pty Ltd","A01N65/00"
"1999031870","1999031870","763025","PCT/US1999/005665","WO1999/046286","Assays and reagents for identifying anti-fungal agents, and uses related thereto","STANDARD","1999-03-15","1998-03-13","CEASED","Berlin, Vivian; Damagnez, Veronique; Smith, Susan E.","GPC Biotech","Spruson & Ferguson","G01N33/50"
"1999032660","1999032660","","PCT/GB1999/000663","WO1999/044602","Inflammatory cell inhibitors","STANDARD","1999-03-05","1998-03-07","LAPSED","Harris, Stephen Hohn; Corkill, Dominic John","British Biotech Pharmaceuticals Limited","Davies Collison Cave Pty Ltd","C07D333/24"
"1999032427","1999032427","","PCT/CA1999/000178","WO1999/043815","Human monoclonal antibodies capable of oligospecifically recognizing the major tumor-associated gangliosides and methods of use thereof","STANDARD","1999-02-26","1998-02-27","LAPSED","McKnight, Michael E; Glassy, Mark C","Viventia Biotech Inc.","Davies Collison Cave Pty Ltd","C12N15/13"
"1999029756","1999029756","","PCT/US1999/004360","WO1999/043835","Methods for producing a polypeptide in a bacillus cell","STANDARD","1999-02-26","1998-02-26","LAPSED","Widner, William; Sloma, Alan; Thomas, Michael D.","Novo Nordisk Biotech, Inc.","","C12N15/09"
"1999026050","1999026050","","PCT/CA1999/000143","WO1999/043357","Indolicidin and cationic peptides conjugated with polymers","STANDARD","1999-02-25","1998-02-25","LAPSED","Friedland, Hillel David; Krieger, Timothy J; Taylor, Robert; Erfle, Douglas; Fraser, Janet R.; West, Michael H. P.","Micrologix Biotech, Inc.","","C07K7/08"
"1999026044","1999026044","","PCT/BE1999/000027","WO1999/043669","Method for producing dimeric cyclic esters","STANDARD","1999-02-24","1998-02-24","LAPSED","Coszach, Philippe; Van Gansberghe, Frederic; Bogaert, Jean-Christophe; Decouvreur, Serge; Van Nieuwenhove, Thierry; Degee, Philippe","Brussels Biotech","","C07D319/12"
"1999026068","1999026068","738081","PCT/CA1999/000161","WO1999/042136","Compounds and methods for the treatment of bacterial dysentery using antibiotics and toxin binding oligosaccharide compositions","STANDARD","1999-02-23","1998-02-23","CEASED","Rafter, David John; Ratcliffe, Robert Murray; Thompson, Bradley G.; Armstrong, Glen D","Synsorb Biotech Inc.","Davies Collison Cave Pty Ltd","A61K47/48"
"1999027794","1999027794","","PCT/US1999/003777","WO1999/041985","P53-dependent secretion of growth inhibitory factors","STANDARD","1999-02-23","1998-02-23","LAPSED","Gudkov, Andrei V.; Komarova, Elena A.","Board of Trustees of the University of Illinois, The; Quark Biotech, Inc.","FB Rice Pty Ltd","C12N15/09"
"1999025347","1999025347","745921","PCT/GB1999/000456","WO1999/041232","Cytostatic agents","STANDARD","1999-02-12","1998-02-13","CEASED","Ayscough, Andrew Paul; Pratt, Lisa Marie; Drummond, Alan Hastings","British Biotech Pharmaceuticals Limited","Davies Collison Cave Pty Ltd","C07D211/46"
"1999025292","1999025292","749699","PCT/GB1999/000386","WO1999/039704","Antibacterial agents","STANDARD","1999-02-05","1998-02-07","CEASED","Hunter, Michael George; Beckett, Raymond Paul; Clements, John Martin; Whittaker, Mark; Davies, Stephen John; Pratt, Lisa Marie; Spavold, Zoe Marie; Launchbury, Steven","British Biotech Pharmaceuticals Limited","Davies Collison Cave Pty Ltd","G01N33/50"
"1999025718","1999025718","","PCT/US1999/002105","WO1999/039203","Energy transfer dyes","STANDARD","1999-02-02","1998-02-03","LAPSED","Flick, Parke","Amersham Pharmacia Biotech Inc.","","G01N33/533"
"1999030276","1999030276","","PCT/EP1999/000918","WO1999/039001","Nucleic acid analysis method","STANDARD","1999-02-02","1998-02-02","LAPSED","Ulfendahl, Per Johan","Amersham Pharmacia Biotech AB; Ulfendahl, Per Johan","","C12N15/09"
"1999025717","1999025717","","PCT/US1999/002104","WO1999/040223","Dideoxy dye terminators","STANDARD","1999-02-02","1998-02-04","LAPSED","Kumar, Shiv; Nampalli, Satyam; McArdle, Bernard F.; Fuller, Carl W","Amersham Pharmacia Biotech Inc.","","C12N15/09"
"1999024321","1999024321","","PCT/GB1999/000284","WO1999/040910","Anti-inflammatory agents","STANDARD","1999-01-27","1998-02-12","LAPSED","Ayscough, Andrew Paul; Whittaker, Mark","British Biotech Pharmaceuticals Limited","Davies Collison Cave Pty Ltd","C07D253/06"
"1999024363","1999024363","752143","PCT/IB1999/000278","WO1999/038010","PAI-2 and t-PA as diagnostic markers of periodontal disease","STANDARD","1999-01-26","1998-01-26","CEASED","Xiao, Yin; Bunn, Clive L; Bartold, Peter M.","Biotech Australia Pty Limited","Davies Collison Cave Pty Ltd","G01N33/53"
"1999020834","1999020834","","PCT/SE1998/002468","WO1999/033860","Method for binding albumin and means to be used in the method","STANDARD","1998-12-30","1997-12-31","LAPSED","Pilotti, Ake; Regberg, Tor; Ellstrom, Christel; Lindqvist, Charlotta; Eckersten, Ann; Fagerstam, Lars","Amersham Biosciences AB","Davies Collison Cave Pty Ltd","C07K1/14"
"1998097242","1998097242","732816","","","Immunomodulation compositions from bile","STANDARD","1998-12-21","1993-09-09","EXPIRED","Rang, Romeo","Erin Mills Biotech Inc.","Griffith Hack","A61K35/413"
"1999016578","1999016578","","PCT/CA1998/001165","WO2000/035466","(aframomum) seeds for improving penile activity","STANDARD","1998-12-11","1998-12-11","LAPSED","Ngoka, Victor; Hartman, Neil G.; Ossawa, Simon; Ibea, Michel","Peya Biotech Inc.","","A61K36/00"
"1999018781","1999018781","","PCT/EP1998/008058","WO1999/031107","Photochromic compounds","STANDARD","1998-12-10","1997-12-17","LAPSED","Heller, Harry George; Wenlock, Mark Carl","Amersham Pharmacia Biotech UK Ltd.; University College Cardiff Consultants Limited","","C07D487/04"
"1999018078","1999018078","","PCT/US1998/025991","WO1999/029874","Methods for increasing hemoprotein production in fungal mutants","STANDARD","1998-12-08","1997-12-08","LAPSED","Elrod, Susan L.","Novo Nordisk Biotech, Inc.","","C12N15/09"
"1999013428","1999013428","746206","PCT/GB1998/003573","WO1999/027793","An antimicrobial composition","STANDARD","1998-11-30","1997-11-28","EXPIRED","Ryan, Robert Eugene; Morris, Sandra","Barrier Biotech Limited","Davies Collison Cave Pty Ltd","A61K36/00"
"1999015517","1999015517","733155","PCT/AU1998/000993","WO1999/028487","Flavivirus expression and delivery system","STANDARD","1998-11-30","1997-11-28","CEASED","Westaway, Edwin G.; Khromykh, Alexander A.; Varnavski, Andrei","Replikun Biotech Pty Ltd","Spruson & Ferguson","C12N15/86"
"1999014891","1999014891","","PCT/EP1998/007668","WO1999/027976","Non thrombogenic polymers with compatibility with organic fluids and tissues","STANDARD","1998-11-27","1997-11-28","LAPSED","Naggi, Annamaria; Petrella, Enrico; Santini, Francesco; Torri, Giangiacomo","Baxter Biotech Technology S.a.r.L.","","A61L33/00"
"1998093289","1998093289","724248","","","Cytotoxic T-Cell epitopes","STANDARD","1998-11-19","1994-03-16","CEASED","Moss, Denis James; Suhrbier, Andreas; Burrows, Scott Renton; Khanna, Rajiv; Kerr, Beverley Mavis; Burrows, Jacqueline Margaret","Council of the Queensland Institute of Medical Research, The","FB Rice Pty Ltd","C07K7/06"
"1999015260","1999015260","","PCT/US1998/024483","WO1999/025845","Polypeptides having 5-aminolevulinic acid synthase activity and nucleic acids encoding same","STANDARD","1998-11-16","1997-11-17","LAPSED","Gambetta, Greg A.","Novo Nordisk Biotech, Inc.","","C12N15/09"
"1999015266","1999015266","","PCT/US1998/024495","WO1999/025839","Polypeptides having uroporphyrinogen decarboxylase activity and nucleic acids encoding same","STANDARD","1998-11-16","1997-11-17","LAPSED","Elrod, Susan L.","Novo Nordisk Biotech, Inc.","","C12N15/09"
"1999013328","1999013328","755387","PCT/DK1998/000495","WO1999/031226","Polypeptides having aminopeptidase activity and nucleic acids encoding same","STANDARD","1998-11-13","1997-12-16","CEASED","Blinkovsky, Alexander; Byun, Tony S.; Klotz, Alan V.; Sloma, Alan; Brown, Kimberly; Tang, Maria; Fujii, Miko; Marumoto, Chigusa; Kofod, Lene Venke","Japan Tobacco Inc.; Novozymes A/S; Novozymes, Inc.","Spruson & Ferguson","C12N15/09"
"1999011708","1999011708","","PCT/IB1998/001917","WO1999/049887","Use of protease inhibitors for treating skin wounds","STANDARD","1998-11-13","1998-04-01","LAPSED","Bunn, Clive L; Andrews, John; Sharp, Phillip","Biotech Australia Pty Limited","Davies Collison Cave Pty Ltd","A61K9/06"
"1999018712","1999018712","753557","PCT/EP1998/007103","WO1999/024473","Antibodies against phosphorylated vasp (vasodilator-stimulated phosphoprotein), hybridoma cells for their preparation, and their use","STANDARD","1998-11-06","1997-11-07","CEASED","Eigenthaler, Martin; Hoschutzky, Heinz; Walter, Ulrich","Vasopharm Biotech GmbH","Griffith Hack","G01N33/53"
"1999012722","1999012722","766956","PCT/US1998/022256","WO2000/024731","Azadirachtin compounds extracted from azadirachta indica, compositions and use thereof as insecticidal","STANDARD","1998-10-26","1998-10-26","EXPIRED","Moorty, Sistla Ramchandra; Kumar, Annam Dilip","Fortune Biotech Limited","Davies Collison Cave Pty Ltd","C07D313/06"
"1998096467","1998096467","757773","PCT/JP1998/004790","WO1999/026767","Method for the treatment of wood with metallic treatment and wood treated by the method","STANDARD","1998-10-22","1997-11-26","CEASED","Tanaka, Keijitsu; Aoki, Hirobumi; Echigo, Takashi","SDS Biotech K.K.","Griffith Hack","B27K3/52"
"1998093603","1998093603","737555","PCT/GB1998/003039","WO1999/018802","A pesticidal composition","STANDARD","1998-10-09","1997-10-09","EXPIRED","Ryan, Robert Eugene; Morris, Sandra","Barrier Biotech Limited","Davies Collison Cave Pty Ltd","A01N65/00"
"1998094455","1998094455","","PCT/FR1998/002118","","Nouveau procede de preparation de microparticules","STANDARD","1998-10-05","","WITHDRAWN","","Pharma Biotech","",""
"1998095398","1998095398","","PCT/EP1998/005778","WO1999/013070","t-RNA primer, production and use for inhibiting reverse transcriptase","STANDARD","1998-09-10","1997-09-11","LAPSED","Domdey, Horst; Gross, Hans Joachim; Schafer, Stefan; Heumann, Hermann","Multigene Biotech GmbH","","C12N15/11"
"1998090570","1998090570","759990","PCT/CA1998/000841","WO1999/012543","Dithiolopyrrolones and their corresponding monoxides and dioxides as antineoplastic agents","STANDARD","1998-09-03","1997-09-05","CEASED","Webster, John Malcolm; Li, Jianxiong; Chen, Genhui","Welichem Biotech Inc.","WRAYS PTY LTD","C12P17/18"
"1998089951","1998089951","723807","PCT/IB1998/001464","WO1999/011703","Cross-linked particles","STANDARD","1998-08-28","1997-08-29","CEASED","Russell-Jones, Gregory John; Starling, Scott Mathew; McEwan, John Fergus","Access Pharmaceuticals Australia Pty Limited","Davies Collison Cave Pty Ltd","C08L1/28"
"1998088755","1998088755","759080","PCT/GB1998/002602","WO1999/011661","Biomolecules comprising an elastomeric peptide","STANDARD","1998-08-28","1997-08-29","CEASED","Reiersen, Herald; Rees, Anthony; Korsnes, Lars","Dynal Biotech ASA","Davies Collison Cave Pty Ltd","G01N33/53"
"1998905550","1998905550","","","","Novel bis-amides","PROVISIONAL","1998-08-28","","LAPSED","","Biotech Australia Pty Limited","Davies Collison Cave Pty Ltd",""
"1998091107","1998091107","","PCT/US1998/017296","WO1999/009049","Hypoxia-regulated genes","STANDARD","1998-08-21","1997-08-21","LAPSED","Skaliter, Rami","Quark Biotech, Inc.","","C12N15/09"
"1998090282","1998090282","","PCT/US1998/017297","WO1999/009046","Hypoxia-regulated genes","STANDARD","1998-08-21","1997-08-21","LAPSED","Skaliter, Rami","Quark Biotech, Inc.","","C12N15/09"
"1998080864","1998080864","","","","Antisense oligonucleotides and therapeutic use thereof in human immunodeficiencyvirus infection","STANDARD","1998-08-20","1993-06-23","LAPSED","Friesen, Albert D","Novopharm Biotech Inc.","FB Rice Pty Ltd","C07H21/04"
"1998087217","1998087217","736230","PCT/AU1998/000656","WO1999/008994","Anti-cancer compounds","STANDARD","1998-08-19","1997-08-19","CEASED","Aylward, James Harrison","Leo Laboratories Limited","Davies Collison Cave Pty Ltd","C07C69/78"
"1998089076","1998089076","","PCT/US1998/016934","WO1999/043227","Foot support system and use in shoe lasts","STANDARD","1998-08-14","1998-02-26","LAPSED","Rothbart, Brian A.","GRD Biotech, Inc.","FPA Patent Attorneys Pty Ltd","A43B7/22"
"1998088471","1998088471","731810","PCT/CA1998/000774","WO1999/008692","Reovirus for the treatment of neoplasia","STANDARD","1998-08-12","1997-08-13","EXPIRED","Lee, Patrick W. K.; Strong, James; Coffey, Matthew C.","Oncolytics Biotech, Inc.","Davies Collison Cave Pty Ltd","C12N15/09"
"1998087512","1998087512","","PCT/KR1998/000242","WO1999/007859","Replication-competent recombinant sabin type 1 strain of poliovirus","STANDARD","1998-08-07","1997-08-07","LAPSED","Bae, Yong Soo; Jung, Hye Rhan","Altwell Biotech. Inc.","","C12N15/09"
"1998905087","1998905087","","","","Method of treating Psoriasis","PROVISIONAL","1998-08-05","","LAPSED","","Biotech Australia Pty Limited","Biotech Australia Pty. Limited",""
"1998087671","1998087671","","PCT/US1998/016170","WO1999/006538","(thermococcus barosii) dna polymerase mutants","STANDARD","1998-08-03","1997-08-04","LAPSED","Riedl, William A; Fly, Susan J.; Kaboord, Barbara F.; Nye, Steven H; Ting, Eve Y.","Amersham Pharmacia Biotech Inc.","","C12N9/12"
"1998086206","1998086206","","PCT/CA1998/000745","WO1999/006565","Antifreeze proteins, dna and expression systems","STANDARD","1998-07-31","1997-07-31","LAPSED","Hew, Choy; Xiong, Fei; Moffatt, Barbara; Griffith, Marilyn","Ice Biotech Inc.","","C12N9/24"
"1998085905","1998085905","752191","PCT/US1998/015447","WO1999/006068","Recombinant dimeric envelope vaccine against flaviviral infection","STANDARD","1998-07-27","1997-07-31","EXPIRED","Ivy, John M; Peters, Iain D.; Coller, Beth-Ann G.; McDonnell, Michael; Harada, Kent E.","Hawaii Biotech, Inc.","FB Rice Pty Ltd","C12N15/09"
"1998078416","1998078416","721791","","","Chromatography apparatus","STANDARD","1998-07-27","1994-10-03","EXPIRED","Davis, John; Hofmann, Martin John","GE Healthcare Bio-Sciences AB","Davies Collison Cave Pty Ltd","G01N30/60"
"1998904716","1998904716","","","","Anti-tumour agents","PROVISIONAL","1998-07-16","","LAPSED","","Biotech Australia Pty Limited","Biotech Australia Pty. Limited",""
"1998083506","1998083506","","PCT/GB1998/002092","WO1999/003826","Metalloproteinase inhibitors","STANDARD","1998-07-16","1997-07-18","LAPSED","Beckett, Raymond Paul; Martin, Fionna Mitchell; Miller, Andrew; Todd, Richard Simon; Whittaker, Mark","British Biotech Pharmaceuticals Limited","","C07D233/64"
"1998086432","1998086432","736038","PCT/IB1998/001327","WO1999/002182","Non-aqueous vaccines","STANDARD","1998-07-10","1997-07-10","WITHDRAWN","Albrecht, Mark; Brown, Richard William; Hungerford, James","Intervet Australia Pty Limited","Davies Collison Cave Pty Ltd","A61K39/00"
