Category,Companies,Description,Additional Info,Location,City,Additional Info 2,Contact,Companies_full,url,Latitude,Longitude
Institutions treating patients with CGT pharmaceuticals,Prince Charles Hospital,,"virus specific T cells, MSC, allo CAR T",,,"Prof Rajiv Khanna, Daniel Chambers, Aditi Mehta, DO","Prof Rajiv Khanna, Daniel Chambers, Aditi Mehta, DO",,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Princess Alexandra Hospital,,"dendritic cells, virus specific T cells, CAR T, GT OA",,Brisbane,"Prof Rajiv Khanna, Prof Maher Gandhi","Prof Rajiv Khanna, Prof Maher Gandhi",,,46.3144754,11.0480288
Commercialisation strategy,ProPharma Group,,,"Suite 6, Ground Level, 452 Johnston Street, Abbotsford, VIC 3067",Melbourne,,Shital Brak,,,,
,Protagonist Pty Ltd,,,"306 Carmody Road, St Lucia, Brisbane Qld 4072 AUSTRALIA",Brisbane,,,Protagonist Pty Ltd,http://www.protagonist-inc.com/,-27.4979508,153.010404
,Protagonist Pty Ltd,,,"7707 Gateway Boulevard, Suite 140, Newark, CA 94560-1160USA",,,,Protagonist Pty Ltd,,,
,Proteomics International Laboratories Limited,,,"QEII Medical Centre, 6 Verdun Street, Nedlands, Perth WA 6009 Australia",Perth,,,Proteomics International Laboratories Limited,http://www.proteomicsinternational.com/,,
,Proto Axiom Pty Ltd,,,"Suite 303, 80 Mount Street, North Sydney NSW 2060 Australia",Sydney,,,Proto Axiom Pty Ltd,https://www.protoaxiom.com/,,
,PSC Biotech Pty Ltd,,,"26 Boon Lay Way, Trade Hub 21 #01-92, Singapore 609970",,,,PSC Biotech Pty Ltd,https://biotech.com/,,
Companies developing Advanced Medicines,PYC Therapeutics,mRNA,https://pyctx.com/,,Perth,,,,https://pyctx.com/,46.3144754,11.0480288
,QBiotics Group Limited,,,"PO Box 42, Toowong BC, QLD 4066 Australia",Brisbane,,,QBiotics Group Limited,https://qbiotics.com/,,
Supporting initiatives,QCIF,bioinformatics and biostatistics support for life science and health researchers,https://www.qcif.edu.au/bioinformatics-and-biostatistics/,,Brisbane,,,,https://www.qcif.edu.au/bioinformatics-and-biostatistics/,46.3144754,11.0480288
TGA licensed GMP facilities (and process development),Q-Gen Cell Therapies,,,,Brisbane,,,,,46.3144754,11.0480288
Process development only facilities,Q-Gen Translational Research Institute,GMP in 2025,https://www.tri.edu.au/translationalmanufacturing,,Brisbane,,David Crowley?,,https://www.tri.edu.au/translationalmanufacturing,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,QIMR Berghofer Medical Research Institute,,virus specific T cells,"300 Herston Road, Herston, Queensland 4006",Brisbane,Prof Rajiv Khanna,Prof Rajiv Khanna,,,-27.4495774,153.0274297
Research facilities,"QIMR Berghofer Medical Research Institute, Q-Gen",,Siok Tey,,Brisbane,,Siok Tey,,,46.3144754,11.0480288
Government representatives,QLD,,"Department of State Development, Infrastructure, Local Government and Planning",,Brisbane,Executive Director,Denise Johnston,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Queensland Childrens Hospital,,virus specific T cells,,Brisbane,,,,,46.3144754,11.0480288
Cell and Tissue repositories,Queensland Cord Blood Bank (QCBB) - Mater (AusCord),,,,Brisbane,,Philip Johnson,,,46.3144754,11.0480288
Research facilities,Queensland Immunology Research Centre,,,,Brisbane,,,,,46.3144754,11.0480288
Cell and Tissue repositories,Queensland Tissue Bank,,https://metrosouth.health.qld.gov.au/news/queensland-tissue-bank-now-the-largest-and-most-diverse-tissue-bank-in-australia,,Brisbane,,,,https://metrosouth.health.qld.gov.au/news/queensland-tissue-bank-now-the-largest-and-most-diverse-tissue-bank-in-australia,46.3144754,11.0480288
Research facilities,Queensland University of Technology,,,"2 George St, Brisbane, QLD 4000",Brisbane,,,,,-27.4777825,153.0277244
,Race Oncology Limited,,,"1 Macquarie Pl, Sydney NSW 2000, Australia",Sydney,,,Race Oncology Limited,https://raceoncology.com/,-33.86222995,151.2099186
,Radium Capital,,,"Level 3, 2 Mill Street, Perth, WA 6000",Perth,,,Radium Capital,https://radiumcapital.com.au/,,
,Radium Capital,,,"Level 1, 388 George Street, Sydney, NSW 2000",Sydney,,,Radium Capital,,,
,Radium Capital,,,"10-20 Gwynne Street, Cremorne, Melbourne, VIC 3121",Melbourne,,,Radium Capital,,-37.8314873,144.9926696
,Radium Capital,,,"Level 38, 71 Eagle Street, Brisbane, QLD 4000",Brisbane,,,Radium Capital,,,
,Recce Pharmaceuticals Ltd,,,"Level 23, 180 George St, Salesforce Tower, SYDNEY NSW 2000 Australia",Sydney,,,Recce Pharmaceuticals Ltd,http://www.recce.com.au/,,
Companies developing Advanced Medicines,Regeneus,autologous MSC,www.regeneus.com.au,,Sydney,,,,www.regeneus.com.au,46.3144754,11.0480288
Commercialisation strategy,Regulatory consulting,,,,,,,,,46.3144754,11.0480288
Other RM product developers,ReNerve,nerve repair sheaths,https://renerve.com.au/,,,,,,https://renerve.com.au/,46.3144754,11.0480288
,Research Australia Limited,,,"384 Victoria Street, Darlinghurst NSW 2010",Sydney,,,Research Australia Limited,http://researchaustralia.org/,-33.8790883,151.2212157
,"Research, Innovation & Commercialisation (RIC), The University of Melbourne",,,"The University of Melbourne, Grattan Street, Parkville, Victoria, 3010, Australia",Melbourne,,,"Research, Innovation & Commercialisation (RIC), The University of Melbourne",https://research.unimelb.edu.au/commercialisation,,
,Resolian Bioanalytics,,,"34 Corporate Dr, Cannon Hill QLD 4170",Brisbane,,,Resolian Bioanalytics,https://www.resolian.com/,-27.4674704,153.0905045
,Resolutum Global Pty Ltd,,,"Melbourne, VIC 3806, AU",Melbourne,,,Resolutum Global Pty Ltd,http://www.rgcro.com/,-37.8142454,144.9631732
,Resonance Health Pty Ltd,,,"141 Burswood Rd, Burswood WA 6100",Perth,,,Resonance Health Pty Ltd,http://www.resonancehealth.com/,-31.9636747,115.8988376
,Respiri Limited,,,"Suite 1, Level 9, 432 St Kilda Rd, Melbourne VIC 3004",Melbourne,,,Respiri Limited,https://respiri.co/,,
,Respiri Limited,,,"750 Lexington Ave, 23rd Fl, New York, NY 10022",,,,Respiri Limited,,,
,Respirion Pharmaceuticals Pty Ltd,,,"PO Box 214, Joondalup DC WA 6919",,,,Respirion Pharmaceuticals Pty Ltd,https://respirionpharma.com/,,
,Respirion Pharmaceuticals Pty Ltd,,,"3602 Horizon Drive, Suite 160, King of Prussia PA 19406",,,,Respirion Pharmaceuticals Pty Ltd,,,
,Rob McInnes IP Advisory Pty Ltd,,,"PO Box 817, Newtown NSW 2042",Sydney,,,Rob McInnes IP Advisory Pty Ltd,http://www.robmcinnes.com.au/,,
Clinical trials of Advanced Medicines,Roche,,https://www.roche-australia.com/,,Melbourne,,Caroline Ryan,,https://www.roche-australia.com/,46.3144754,11.0480288
,Roche Australia,,,"Level 8, 30-34 Hickson Road, Sydney NSW 2000 Australia",Sydney,,,Roche Australia,,,
,Roche Australia,,,"98 Carlton Gore Road, Auckland 1023, Newmarket, New Zealand",Auckland,,,Roche Australia,,-36.8648977,174.7757318
Institutions treating patients with CGT pharmaceuticals,Royal Adelaide Hospital/Central Adelaide Local Health Network,,"CAR T, virus specific T cells, MSC, iPSC-MSC, hemophilia GT, allo CAR T, GT OA",,Adelaide,"Prof Michael Brown, Prof Rajiv Khanna, Daniel Chambers, Kilian Kelly, John Rasko, Aditi Mehta, Alison Heald","Prof Michael Brown, Prof Rajiv Khanna, Daniel Chambers, Kilian Kelly, John Rasko, Aditi Mehta, Alison Heald",,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Brisbane & Womens Hospital,,"virus specific T cells, CAR T, T cells Multiple Schlerosis, hemophilia GT, allo CAR T, allo CAR NK, GMP dermal grafting",,Brisbane,"Prof Rajiv Khanna, Dr Siok Tey, Jason Brown","Prof Rajiv Khanna, Dr Siok Tey, Jason Brown",,,46.3144754,11.0480288
Approved commercial treatment centres,Royal Brisbane & Women's Hospital,,,,Brisbane,,,,,46.3144754,11.0480288
TGA licensed GMP facilities (and process development),Royal Brisbane and Women's,,,,,,Cheryl Hutchins,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Brisbane Hospital,,MSC,,Brisbane,Christopher James,Christopher James,,,46.3144754,11.0480288
Approved commercial treatment centres,Royal Childrens Hospital,,Kymriah for relapsing/refractory acute lymphoblastic leukaemia in those aged 25 and under,,Melbourne,,,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Children's Hospital,,"CAR T, allo CAR T, cord blood MNC for heart, hemophilia GT, GT DMD, GT SMA",,Melbourne,"Rachel Conyers, Theresa Cole, Dr Ian Woodcock","Rachel Conyers, Theresa Cole, Dr Ian Woodcock",,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Melbourne Hospital,,"CAR T, MSC, ISC-hpNSC Parkinsons Disease, GT Fabry Disease, GT Gaucher Disease, GT b-thalassemia, virus specific T cells",,Melbourne,,,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal North Shore Hospital,,MSC,,Sydney,Prof Lyn March,Prof Lyn March,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Perth Hospital,,"CAR T, MSC, GT Fabry Disease, GT b-thalassemia, iPSC-MSC",,Perth,"Dr Kenneth Micklethwaite, Dr Stephen Honeybul, MD, R.P.Herrmann, Duncan Purtill, Inderpal Panesar, Jolanta Airey","Dr Kenneth Micklethwaite, Dr Stephen Honeybul, MD, R.P.Herrmann, Duncan Purtill, Inderpal Panesar, Jolanta Airey",,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Prince Alfred Hospital,,"dendritic cells, hemophilia GT, b-Thalassemia GT, iPSC-MSC, allo CAR T, CAR T, GT dementia, allo CAR NK, rAAV, CRISPR/Cas9, GT hereditary angioedema, GT dislipidemias",,Sydney,"John Rasko, Kiren Kresa-Reahl, Olga Uspenskaya-Cadoz, David Shook","John Rasko, Kiren Kresa-Reahl, Olga Uspenskaya-Cadoz, David Shook",,,46.3144754,11.0480288
Approved commercial treatment centres,Royal Prince Alfred Hospital,,CAR T for diffuse large B-cell lymphoma,,Sydney,,,,,46.3144754,11.0480288
Approved commercial treatment centres,Royal Prince Alfred Hospital,,CAR T for acute lymphoblastic leukaemia (? 18 years ? 25 years old),,Sydney,,,,,46.3144754,11.0480288
Approved commercial treatment centres,Royal Victorian Eye and Ear Hospital,,"Luxturna, for treating inherited retinal dystrophies",,Melbourne,,,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Victorian Eye and Ear Hospital/Centre for Eye Research Australia (CERA),,"GT Leber Congenital Amaurosis, GT AMD",,Melbourne,"Lauren Ayton, Tom Edwards, Dr Doron Hickey","Lauren Ayton, Tom Edwards, Dr Doron Hickey",,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Royal Women's Hospital,,human amnion epithelial cells,,Melbourne,Dr Rebecca Lim,Dr Rebecca Lim,,,46.3144754,11.0480288
,RSM Australia,,,"Level 32/2 The Esplanade, Perth WA 6000",Perth,,,RSM Australia,https://www.rsm.global/australia/,,
,RSM Australia,,,"Level 13/60 Castlereagh St, Sydney NSW 2000",Sydney,,,RSM Australia,,,
,RSM Australia,,,"Level 6/340 Adelaide St, Brisbane City QLD 4000",Brisbane,,,RSM Australia,,-27.4627801,153.0319501
,RSM Australia,,,"2/191 Pulteney St, Adelaide SA 5000",Adelaide,,,RSM Australia,,-34.9338854,138.6064105
,RSM Australia,,,"Level 27/120 Collins St, Melbourne VIC 3000",Melbourne,,,RSM Australia,,,
,RSM Australia,,,"Equinox, Building 4, Level 2/70 Kent St, Deakin ACT 2600",Canberra,,,RSM Australia,,,
Government representatives,SA,,Invest SA,,Adelaide,"Director, Health and Medical Industries",Mark Wheeler,,,46.3144754,11.0480288
Government representatives,SA,,SA Health,,Adelaide,Executive Director Health Services Programs and Funding,Helen Chalmers,,,46.3144754,11.0480288
Government representatives,SA,,SA Health,,Adelaide,"Executive Director, Quality, Information and Performance",Michele McKinnon,,,46.3144754,11.0480288
,Sanofi ANZ,,,"87 Yarraman Place, Virginia QLD 4014",Brisbane,,,Sanofi ANZ,,-27.37971,153.0616824
,Sanofi ANZ,,,"c/o DLA Piper, Level 15, PwC Tower, 15 Customs Street West, Auckland 1010",,,,Sanofi ANZ,,,
,Sanofi ANZ,,,"Talavera Corporate Centre, Building D, 12-24 Talavera Road, Macquarie Park, NSW 2113",Sydney,,,Sanofi ANZ,,,
Institutions treating patients with CGT pharmaceuticals,Sanofi-Aventis Administrative office,,non-integrating DNA plasmid,,Sydney,,Helen Dodds,,,46.3144754,11.0480288
,SAPRO Consulting Pty Ltd,,,"Suite 201/1 at 175b Stephen Street, Yarraville VIC 3013",Melbourne,,,SAPRO Consulting Pty Ltd,https://www.saproconsulting.com.au/,,
Advanced Medicine tools providers - with physical presence in Australia,Sartorius,"growth factors, cytokines, media, process development, bioreactor, fill-finish",https://www.sartorius.com/en,,Brisbane,,Ali Abdelghany,,https://www.sartorius.com/en,46.3144754,11.0480288
Research facilities,Save Sight Institute,,,,Sydney,,,,,46.3144754,11.0480288
,Scientia Clinical Research Ltd,,,"5th Floor, Bright Alliance Building, Corner High and Avoca Street, Randwick, NSW 2031",Sydney,,,Scientia Clinical Research Ltd,https://www.scientiaclinicalresearch.com.au/,,
Advanced Medicine tools providers - with physical presence in Australia,Scientifix Pty. Ltd.,,www.scientifix.com.au,,Melbourne,,Nikki Tsoudis,,www.scientifix.com.au,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,Scinogy,cGMP compliant devices for cell washing and harvesting,https://www.scinogy.com/,,Melbourne,,,,https://www.scinogy.com/,46.3144754,11.0480288
Commercialisation strategy,SeerPharma,Quality and GMP,https://www.seerpharma.com/,,Melbourne,,,,https://www.seerpharma.com/,46.3144754,11.0480288
,Sementis Limited,,,"25 North Terrace, Hackney SA, 5069, Australia",Adelaide,,,Sementis Limited,http://www.sementis.com.au/,-34.9194641,138.6152883
INTERNATIONAL BUT KNOWN TO SPONSOR,SGS Vitrology,viral screening for pharmaceutical release,https://www.sgs.com/en/service-groups/biosafety-and-characterization-testing-solutions-for-biologics,,,,Philippe Grimm,,https://www.sgs.com/en/service-groups/biosafety-and-characterization-testing-solutions-for-biologics,46.3144754,11.0480288
,Shengsheng Australia Pty Ltd,,,"Building 3, #327 Jifeng Road, Minhang District, Shanghai",,,,Shengsheng Australia Pty Ltd,https://www.ssintnl.com/,31.2415668,121.2502188
,Silverstone Developments Pty Ltd,,,"Level 4, 26 Commercial Road, Newstead 4005",Sydney,,,Silverstone Developments Pty Ltd,http://silverstonedevelopments.com.au/,,
Institutions treating patients with CGT pharmaceuticals,Sir Charles Gairdner Hospital,,"MSC, allo CAR T, iPSC-MSC",,Perth,"Dr Stephen Honeybul, MD, Annie Weaver, PhD, Jolanta Airey","Dr Stephen Honeybul, MD, Annie Weaver, PhD, Jolanta Airey",,,46.3144754,11.0480288
Companies developing Advanced Medicines,Skin2Neuron,nair follicle derived neurons for dementia,https://www.skin2neuron.org/,,Sydney,,Michael Valenzuela,,https://www.skin2neuron.org/,46.3144754,11.0480288
,Smartways Logistics for Lifescience,,,"7/5 Talavera Road, Macquarie Park NSW 2113 Australia",Sydney,,,Smartways Logistics for Lifescience,https://smartwayslfl.com/,-33.7756786,151.1218124
,Snoretox Ltd,,,,,,,Snoretox Ltd,http://www.snoretox.com/,46.3144754,11.0480288
,Sonic Clinical Trials Pty Ltd,,,"14 Giffnock Avenue, Macquarie Park NSW 2113, Australia",Sydney,,,Sonic Clinical Trials Pty Ltd,http://www.sonicclinicaltrials.com/,-33.784974,151.123766
Institutions treating patients with CGT pharmaceuticals,Southern Oncology Clinical Research Unit (SOCRU)/Cancer Research SA (CRSA),,Adoptive cell therapy,,Adelaide,"Rohit Joshi, MD","Rohit Joshi, MD",,,46.3144754,11.0480288
non TGA licensed phase 0/1 manufacture facilities,Southern RNA,pDNA and mRNA manufacture,https://southernrna.com.au/,"6 Yoga Wy, Springfield Central QLD 4300",Brisbane,,Steven Krause,,https://southernrna.com.au/,-27.6813589,152.9009639
,Southern Star Research,,,"1 Merriwa Street, Gordon NSW 2072 Australia",Sydney,,,Southern Star Research,http://www.southernstarresearch.com/,-33.752652,151.147954
,SpeeDx Pty Ltd,,,"Suite 102, National Innovation Centre, 4 Cornwallis Street, Eveleigh, NSW 2015 Australia",Sydney,,,SpeeDx Pty Ltd,https://plexpcr.com/,,
,SpeeDx Pty Ltd,,,"Acre House, 11/15 William Road, London, NW1 3ER, United Kingdom",,,,SpeeDx Pty Ltd,,,
,SpeeDx Pty Ltd,,,"1400 Barbara Jordan Boulevard, Austin, TX 78723, United States",,,,SpeeDx Pty Ltd,,30.305211,-97.704803
,Spruson & Ferguson,,,"Level 6, 175 Eagle Street, Brisbane QLD 4000, Australia",Brisbane,,,Spruson & Ferguson,http://www.spruson.com/,,
,Spruson & Ferguson,,,"Level 27, 385 Bourke Street, Melbourne, Victoria, 3000, Australia",Melbourne,,,Spruson & Ferguson,,,
,Spruson & Ferguson,,,"Level 24, Tower 2, Darling Park, 201 Sussex Street, Sydney NSW 2000, Australia",Sydney,,,Spruson & Ferguson,,,
Institutions treating patients with CGT pharmaceuticals,St John of God Hospital,,ligament stem cell,,Perth,A/Prof Eugene Ek,A/Prof Eugene Ek,,,46.3144754,11.0480288
non TGA licensed phase 0/1 manufacture facilities,St Vincent's Institute,"pancreatic islet cell processing, for St V Melbourne, Royal Adelaide and Westmead",https://www.svi.edu.au/research/collaborative-programs/the-tom-mandel-islet-transplant-program/,"41 Victoria Parade, Fitzroy VIC 065",Melbourne,,Tom Loudovaris,,https://www.svi.edu.au/research/collaborative-programs/the-tom-mandel-islet-transplant-program/,,
Research facilities,St Vincent's Institute,"pluripotent derived MSC (Cynata) MRFF, Univ of Arizona (devices)",,,Melbourne,,Thomas Loudovaris,,,46.3144754,11.0480288
non TGA licensed phase 0/1 manufacture facilities,St Vincent's Sydney?,cell therapy facility announced 14th Feb 2024,,,Sydney,,,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,St. Vincent's Hospital,,"Prostate cancer GT, MSC, CAR T, allo CAR NK, virus specific T cells",,Sydney,"David N Dalley, Daniel Chambers, Jane Oliaro, David Shook","David N Dalley, Daniel Chambers, Jane Oliaro, David Shook",,,46.3144754,11.0480288
,Starpharma Holdings Limited,,,,,,,Starpharma Holdings Limited,http://www.starpharma.com/,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,STEMCELL Technologies,"media, cell dissociation/isolation, genome editing, supplement, cryopreservation",www.stemcell.com,,Melbourne,,Cyndy Nauer,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Sunshine Hospital,,iPSC-MSC,,Melbourne,"Jolanta Airey, MD","Jolanta Airey, MD",,,46.3144754,11.0480288
Clinical CRO,Supply chain services,,,,,,,,,46.3144754,11.0480288
Approved commercial treatment centres,"Sydney Children's Hospital, Randwick",,Kymriah for acute lymphoblastic leukaemia (< 18 years old),,Sydney,,,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Sydney Children's Hospital/Network,,"CAR T, GT SMA",,Sydney,A/Prof David Ziegler,A/Prof David Ziegler,,,46.3144754,11.0480288
Cell and Tissue repositories,Sydney Cord Blood Bank (AusCord),,,,Sydney,,Jessica Sue,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Sydney Eye Hospital and Save Sight Institute,,GT Leber Congenital Amaurosis,,Sydney,John Grigg,John Grigg,,,46.3144754,11.0480288
Clinical CRO,Syneos,,,"Level 24, 91 Westpac House, King William St., Adelaide, 5000, Australia",Adelaide,,,,,,
,Syntara,,,,,,,Syntara,https://www.pharmaxis.com.au/,46.3144754,11.0480288
,Takeda Pharmaceutical Company Limited,,,"1-1, Nihonbashi-Honcho 2-chome, Chuo-ku, Tokyo 103-8668, Japan",,,,Takeda Pharmaceutical Company Limited,http://www.takeda.com/,,
,Takeda Pharmaceutical Company Limited,,,"1-1, Doshomachi 4-chome, Chuo-ku, Osaka 540-8645, Japan",,,,Takeda Pharmaceutical Company Limited,,,
,Technovalia Pty Ltd,,,"5a Hartnett Cl, Mulgrave VIC 3170, Australia",Melbourne,,,Technovalia Pty Ltd,http://www.technovalia.com/,-37.9229116,145.1491658
,TekCyte Pty Ltd,,,"Level 3, Materials and Minerals (MM) Building, UniSA Mawson Lakes Campus, Mawson Lakes, South Australia 5095 Australia",Adelaide,,,TekCyte Pty Ltd,https://tekcyte.com/,,
,Teleaus Bioscience Health Pty Ltd (Genofax),,,,,,,Teleaus Bioscience Health Pty Ltd (Genofax),https://www.genofax.com/,46.3144754,11.0480288
Research facilities,Telethon Kids Institute,,,"Northern Entrance, Perth Children's Hospital, 15 Hospital Avenue, NEDLANDS WA 6009",Perth,,,,,,
,Telix Pharmaceuticals Pty Ltd,,,"Level 4, 55 Flemington Road, North Melbourne, VIC Australia, 3051",Melbourne,,,Telix Pharmaceuticals Pty Ltd,http://www.telixpharma.com/,,
,Telix Pharmaceuticals Pty Ltd,,,"Suite 7.01, 10 Bridge Street, Sydney, NSW Australia, 2000",Sydney,,,Telix Pharmaceuticals Pty Ltd,,,
,Telix Pharmaceuticals Pty Ltd,,,"52 McDougall Street, Milton, Brisbane, QLD Australia, 4064",Brisbane,,,Telix Pharmaceuticals Pty Ltd,,,
Funding sources,TenMile,,,"PO Box 3155, Broadway Nedlands, WA 6009",Perth,,,,,,
Advanced Medicine tools providers - with physical presence in Australia,Terumo BCT,,www.terumobct.com,,Sydney,,Babak Jafari,,www.terumobct.com,46.3144754,11.0480288
Companies developing Advanced Medicines,Tessara Therapeutics,"TTX-001 off-the shelf dopamine replacement micro tissue therapy, at Jumar incubator",www.tessaratherapeutics.com,,Melbourne,,Christos Papadimitriou,,www.tessaratherapeutics.com,46.3144754,11.0480288
,Teva Pharmaceuticals Australia Pty Ltd,,,"37 Epping Road, Macquarie Park, NSW 2113",Sydney,,,Teva Pharmaceuticals Australia Pty Ltd,http://www.tevapharm.com/,-33.79167255,151.1322785
Approved commercial treatment centres,The Childrens Hospital at Westmead,,Kymriah for acute lymphoblastic leukaemia (< 18 years old),Sydney,,,,,,-33.8698439,151.2082848
,The Florey Institute of Neuroscience and Mental Health,,,"30 Royal Parade, Parkville, Victoria 3052",Melbourne,,,The Florey Institute of Neuroscience and Mental Health,https://florey.edu.au/,-37.79832015,144.9585517
,The Institute for Molecular Biosciences - The University of Queensland,,,"The University of Queensland, Brisbane QLD 4072 Australia",Brisbane,,,The Institute for Molecular Biosciences - The University of Queensland,http://imb.uq.edu.au/,-27.49741805,153.0131696
,"The University of Newcastle, Knowledge Exchange and Enterprise (KEE)",,,,,,,"The University of Newcastle, Knowledge Exchange and Enterprise (KEE)",https://www.newcastle.edu.au/engage/business-and-industry/knowledge-exchange-and-enterprise,46.3144754,11.0480288
,"The University of Queensland, Biotechnology Program",,,"Chemistry Building 68, Cooper Road, The University of Queensland, St Lucia 4072, Queensland, Australia",Brisbane,,,"The University of Queensland, Biotechnology Program",http://www.scmb.uq.edu.au/biotech,,
,The Walter & Eliza Hall Institute of Medical Research,,,"1G Royal Parade, Parkville, Victoria 3052, Australia",Melbourne,,,The Walter & Eliza Hall Institute of Medical Research,https://www.wehi.edu.au/,-37.7981121,144.9560908
,Therapeutic Goods Administration (TGA),,,"TGA, PO Box 100, Woden ACT 2606, Australia",Canberra,,,Therapeutic Goods Administration (TGA),https://www.tga.gov.au/,,
Supporting initiatives,Therapeutic Innovations Australia (TIA),invests in research infrastructure to enable seamless access to expertise and services vital to translate research discoveries into human health impacts.,https://therapeuticinnovation.com.au/,,Sydney,,Heather Donaghy,,https://therapeuticinnovation.com.au/,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,Thermofisher,,www.thermofisher.com.au,,Sydney,,Sylvie Shen,,www.thermofisher.com.au,46.3144754,11.0480288
,Tissue Repair,,,"Level 10, 255 Pitt St, Sydney, NSW, 2000 Australia",Sydney,,,Tissue Repair,https://tissuerepair.com.au/,,
Advanced Medicine tools providers - with physical presence in Australia,TissueGnostics,"spatial phenotyping, single cell analysis, molecular single cell profiling, machine-learning based tissue classification",https://tissuegnostics.com/,,Brisbane,,,,https://tissuegnostics.com/,46.3144754,11.0480288
INTERNATIONAL BUT KNOWN TO SPONSOR,ToolGen,gene editing,http://www.toolgen.com/eng,,,,,,http://www.toolgen.com/eng,46.3144754,11.0480288
Approved commercial treatment centres,Townsville commercial site,,,,Townsville,,,,,46.3144754,11.0480288
,Traders Macquarie Pty Ltd,,,,,,,Traders Macquarie Pty Ltd,,46.3144754,11.0480288
Research facilities,Translational Research Facility of the Monash Health Translation Precinct,,,,Melbourne,,,,,46.3144754,11.0480288
,Translational Research Institute Australia,,,"37 Kent Street, Woolloongabba QLD 4102, AUSTRALIA",Brisbane,,,Translational Research Institute Australia,http://www.tri.edu.au/,-27.498964,153.0316378
,TruScreen Pty Ltd,,,"Suite 3.03, 18 Orion Rd, Lane Cove West, NSW 2066 Australia",Sydney,,,TruScreen Pty Ltd,http://www.truscreen.com/,,
,TruScreen Pty Ltd,,,"c/- HLB Mann Judd Limited, Level 6, Equitable House 57, Symonds Street, Grafton, Auckland 1010 New Zealand",Auckland,,,TruScreen Pty Ltd,,,
,Uniquest Pty Ltd,,,,,,,Uniquest Pty Ltd,http://www.uniquest.com.au/,46.3144754,11.0480288
,Unispace,,,"Suite 3, Level 3, 12 Pirie St, Adelaide SA 5000 Australia",Adelaide,,,Unispace,https://www.unispace.com/industry-life-sciences,,
,Unispace,,,"Level 24, 188 Quay Street, Auckland 1010 New Zealand",Auckland,,,Unispace,,,
,Unispace,,,"Level 9, Suite 1, 'The Annex', 12 Creek Street, Brisbane QLD 4000 Australia",Brisbane,,,Unispace,,,
,Unispace,,,"Level 4, 1 Collins Street, Melbourne VIC 3000 Australia",Melbourne,,,Unispace,,,
,Unispace,,,"Level 7, 191 St Georges Terrace, Perth WA 6000 Australia",Perth,,,Unispace,,,
,Unispace,,,"Level 43, 225 George Street, Sydney NSW 2000 Australia",Sydney,,,Unispace,,,
,Universal Biosensors Pty Ltd,,,"1 Corporate Ave, Rowville VIC 3178",Melbourne,,,Universal Biosensors Pty Ltd,http://www.universalbiosensors.com/,-37.92546665,145.2195819
Research facilities,University of Adelaide,,Sean McColl/Carina,,Adelaide,,Shaun McColl,,,46.3144754,11.0480288
Research facilities,University of Melbourne,,"Christine Wells, Alice Pebay",,Melbourne,,Alice Pebay,,,46.3144754,11.0480288
Research facilities,University of Queensland,"brain imaging, National biologics facility",David Reutens,,Brisbane,,,,,46.3144754,11.0480288
Process development only facilities,University of Queensland/CCRM Australia,ESTABLISHING,,,,,,,,46.3144754,11.0480288
,University of South Australia - Enterprise Partnership Unit,,,,,,,University of South Australia - Enterprise Partnership Unit,https://www.unisa.edu.au/,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,University of Sydney,,Tumour Antigen Cellular Therapy,,Sydney,Dr Emily Blyth,Dr Emily Blyth,,,46.3144754,11.0480288
Research facilities,University of Sydney,,,,Sydney,,,,,46.3144754,11.0480288
,University of Tasmania,,,,,,,University of Tasmania,http://www.utas.edu.au/,46.3144754,11.0480288
,"University of Technology Sydney , Faculty of Science",,,,,,,"University of Technology Sydney , Faculty of Science",https://www.uts.edu.au/about/faculty-science,46.3144754,11.0480288
Research facilities,University of Western Australia,,,,Perth,,,,,46.3144754,11.0480288
Research facilities,University of Wollongong,,,,Wollongong,,Jeremy Crook,,,46.3144754,11.0480288
